mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
846471,532945,SHRIRAMEPC,Capital Goods,Strong Sell,Shriram EPC,Flat,Below Average,Flat,Fair
264412,533177,IL&FSTRANS,Capital Goods,Not Rated,IL&FS Trans &Network,,Below Average,,Risky
429940,505720,HERCULES,Capital Goods,Strong Sell,Hercules Hoists,Very Negative,Below Average,Very Negative,Fair
527252,532767,GAYAPROJ,Capital Goods,Strong Sell,Gayatri Projects,Flat,Below Average,Flat,Very Attractive
604852,522217,GUJAPOLLO,Capital Goods,Not Rated,Gujarat Apollo Ind.,Flat,Does not qualify,Flat,Risky
150319,532930,BGRENERGY,Capital Goods,Strong Sell,BGR Energy Systems,Positive,Below Average,Positive,Attractive
218868,533156,VASCONEQ,Capital Goods,Strong Sell,Vascon Engineers,Very Positive,Below Average,Very Positive,Risky
564675,533262,RAMKY,Capital Goods,Strong Sell,Ramky Infra.,Positive,Below Average,Positive,Fair
584366,532907,IL&FSENGG,Capital Goods,Not Rated,IL&FS Engg. & Const.,,Below Average,,Risky
594841,517059,SALZERELEC,Capital Goods,Sell,Salzer Electronics,Flat,Average,Flat,Does not qualify
386664,506261,0,Capital Goods,Sell,Modison Metals,Positive,Average,Positive,Does not qualify
506539,532717,INDOTECH,Capital Goods,Sell,Indo Tech Transform.,Positive,Below Average,Positive,Does not qualify
611646,523838,SIMPLEXINF,Capital Goods,Strong Sell,Simplex Infrastruct.,Very Negative,Below Average,Very Negative,Attractive
497252,539861,SKIL,Capital Goods,Not Rated,SKIL Infrastructure,Flat,Does not qualify,Flat,Does not qualify
313414,522134,ARTSONENGG,Capital Goods,Strong Sell,Artson Engineering,Negative,Below Average,Negative,Does not qualify
346524,532928,TRIL,Capital Goods,Strong Sell,Transformers & Rect,Positive,Below Average,Positive,Does not qualify
892465,539219,0,Capital Goods,Not Rated,Mauria Udyog,Very Negative,Does not qualify,Very Negative,Does not qualify
410613,532986,0,Capital Goods,Not Rated,Niraj Cement Struct.,Positive,Does not qualify,Positive,Does not qualify
658076,504258,LAKSELECON,Capital Goods,Not Rated,Lakshmi Elect.Contl.,Very Negative,Does not qualify,Very Negative,Does not qualify
164144,535693,0,Capital Goods,Strong Sell,Brahmaputra Infra,Negative,Below Average,Negative,Does not qualify
313343,533193,KECL,Capital Goods,Not Rated,Kirloskar Electric,Negative,Does not qualify,Negative,Does not qualify
852291,532481,NOIDATOLL,Capital Goods,Not Rated,Noida Toll Bridge,Positive,Does not qualify,Positive,Does not qualify
644771,532693,PUNJLLOYD,Capital Goods,Not Rated,Punj Lloyd,,Below Average,,Does not qualify
168201,533761,GPTINFRA,Capital Goods,Not Rated,GPT Infraprojects,Very Positive,Does not qualify,Very Positive,Does not qualify
673755,533167,COROENGG,Capital Goods,Strong Sell,Coromandel Engg. Co,Flat,Below Average,Flat,Does not qualify
121253,532869,TARMAT,Capital Goods,Not Rated,Tarmat,Outstanding,Does not qualify,Outstanding,Does not qualify
264679,532813,CANDC,Capital Goods,Not Rated,C&C Constructions,,Below Average,,Does not qualify
375640,533605,SETUINFRA,Capital Goods,Not Rated,Setubandhan Infra,Very Negative,Does not qualify,Very Negative,Does not qualify
348482,533152,MBLINFRA,Capital Goods,Not Rated,MBL Infrastructures,Very Negative,Does not qualify,Very Negative,Does not qualify
913053,532746,UNITY,Capital Goods,Not Rated,Unity Infraprojects,,Below Average,,Does not qualify
178660,532904,SUPREMEINF,Capital Goods,Strong Sell,Supreme Infra. India,Negative,Below Average,Negative,Does not qualify
231194,532759,ATLANTA,Capital Goods,Not Rated,Atlanta,Positive,Does not qualify,Positive,Does not qualify
758813,532959,GAMMNINFRA,Capital Goods,Strong Sell,Gammon Infra Proj,Positive,Below Average,Positive,Does not qualify
813184,533163,ARSSINFRA,Capital Goods,Strong Sell,ARSS Infra Project,Negative,Below Average,Negative,Does not qualify
850962,531215,0,Capital Goods,Not Rated,RTS Power Corp.,Negative,Does not qualify,Negative,Does not qualify
897666,538833,0,Capital Goods,Not Rated,Anubhav Infrastruct.,Flat,Does not qualify,Flat,Does not qualify
522862,532902,CCCL,Capital Goods,Strong Sell,Consolidated Constn.,Very Negative,Below Average,Very Negative,Does not qualify
853682,500402,SPMLINFRA,Capital Goods,Not Rated,SPML Infra,Very Negative,Does not qualify,Very Negative,Does not qualify
984230,532711,SUNILHITEC,Capital Goods,Not Rated,Sunil Hitech Engine.,,Below Average,,Does not qualify
951807,531497,MADHUCON,Capital Goods,Strong Sell,Madhucon Projects,Negative,Below Average,Negative,Does not qualify
539339,517546,0,Capital Goods,Not Rated,Alfa Transformers,Negative,Does not qualify,Negative,Does not qualify
108254,504080,0,Capital Goods,Not Rated,JSL Inds.,Flat,Does not qualify,Flat,Does not qualify
819088,539098,0,Capital Goods,Not Rated,Filtra Consultants,,Below Average,,Does not qualify
560997,532097,MUKANDENGG,Capital Goods,Strong Sell,Mukand Engineers,Negative,Below Average,Negative,Does not qualify
145107,504008,EMCO,Capital Goods,Not Rated,EMCO,,Below Average,,Does not qualify
230011,531676,0,Capital Goods,Not Rated,Vaghani Techno-Build,Flat,Does not qualify,Flat,Does not qualify
852762,522231,0,Capital Goods,Not Rated,Conart Engineers,Negative,Does not qualify,Negative,Does not qualify
1002745,540426,0,Capital Goods,Not Rated,Relstruct Buildcon,,Below Average,,Does not qualify
521752,504076,0,Capital Goods,Strong Sell,Jyoti,Very Negative,Below Average,Very Negative,Does not qualify
608274,533216,TECHNOFAB,Capital Goods,Not Rated,Technofab Eng.,Very Negative,Does not qualify,Very Negative,Does not qualify
1003020,541546,GAYAHWS,Capital Goods,Strong Sell,Gayatri Highways,Flat,Below Average,Flat,Does not qualify
479982,532676,PBAINFRA,Capital Goods,Strong Sell,PBA Infrastructure,Negative,Below Average,Negative,Does not qualify
1003092,541627,0,Capital Goods,Not Rated,Hi-Tech Winding Sys.,Flat,Does not qualify,Flat,Does not qualify
746735,526839,0,Capital Goods,Not Rated,Shelter Infra Proj.,Flat,Does not qualify,Flat,Does not qualify
828786,530381,PETRONENGG,Capital Goods,Strong Sell,Petron Engg Constn.,Negative,Below Average,Negative,Does not qualify
849045,501945,0,Capital Goods,Not Rated,Dhenu Buildcon Infra,Flat,Does not qualify,Flat,Does not qualify
414860,532925,KAUSHALYA,Capital Goods,Not Rated,Kaushalya Infra,Flat,Does not qualify,Flat,Does not qualify
433379,531339,JAIHINDPRO,Capital Goods,Strong Sell,Jaihind Projects,Negative,Below Average,Negative,Does not qualify
529086,508860,0,Capital Goods,Not Rated,Diamant Infra,Flat,Does not qualify,Flat,Does not qualify
586280,530773,IVRCLINFRA,Capital Goods,Strong Sell,IVRCL,Very Negative,Below Average,Very Negative,Does not qualify
740795,532738,TANTIACONS,Capital Goods,Strong Sell,Tantia Constructions,Flat,Below Average,Flat,Does not qualify
832549,524031,0,Capital Goods,Not Rated,Patidar Buildcon,Flat,Does not qualify,Flat,Does not qualify
958236,500238,WHIRLPOOL,Domestic Appliances ,Hold,Whirlpool Of India,Flat,Good,Flat,Fair
867494,517506,TTKPRESTIG,Domestic Appliances ,Sell,TTK Prestige,Flat,Good,Flat,Attractive
121464,517385,SYMPHONY,Domestic Appliances ,Hold,Symphony,Very Positive,Good,Very Positive,Fair
990705,508486,HAWKINCOOK,Domestic Appliances ,Buy,Hawkins Cookers,Positive,Good,Positive,Attractive
633211,505726,IFBIND,Domestic Appliances ,Sell,IFB Industries,Flat,Average,Flat,Very Attractive
580605,517421,BUTTERFLY,Domestic Appliances ,Sell,ButterflyGandhimathi,Positive,Below Average,Positive,Very Attractive
651610,505729,SINGER,Domestic Appliances ,Sell,Singer India,Positive,Average,Positive,Does not qualify
734322,531306,0,Domestic Appliances ,Sell,DHP India,Flat,Average,Flat,Does not qualify
948977,531608,0,Domestic Appliances ,Not Rated,Gorani Industries,Positive,Does not qualify,Positive,Does not qualify
953813,504269,KHAITANELE,Domestic Appliances ,Not Rated,Khaitan Electrical,,Below Average,,Does not qualify
1003001,0,SONAMCLOCK,Domestic Appliances ,Not Rated,Sonam Clock,,Below Average,,Does not qualify
1003009,541556,RITES,Railways,Buy,Rites,Positive,Good,Positive,Very Attractive
664903,533326,TEXRAIL,Railways,Sell,Texmaco Rail & Eng.,Flat,Average,Flat,Very Attractive
768655,505400,TEXINFRA,Railways,Not Rated,Texmaco Infra,Negative,Does not qualify,Negative,Risky
221824,532966,TWL,Railways,Sell,Titagarh Wagons,Very Positive,Average,Very Positive,Fair
372338,500114,TITAN,Jewellery,Hold,Titan Co,Positive,Excellent,Positive,Very Expensive
176027,532156,VAIBHAVGBL,Jewellery,Buy,Vaibhav Global,Positive,Good,Positive,Attractive
134349,531847,0,Jewellery,Strong Sell,Asian Star Co,Negative,Below Average,Negative,Expensive
470070,532923,RGL,Jewellery,Strong Sell,Renaissance Global,Positive,Below Average,Positive,Expensive
267489,534809,PCJEWELLER,Jewellery,Strong Sell,PC Jeweller,Negative,Average,Negative,Risky
633228,533158,THANGAMAYL,Jewellery,Hold,Thangamayil Jeweller,Positive,Good,Positive,Very Attractive
772343,526729,GOLDIAM,Jewellery,Hold,Goldiam Internatl.,Negative,Average,Negative,Very Attractive
1000914,539518,0,Jewellery,Hold,Uday Jewellery,Very Positive,Average,Very Positive,Very Attractive
205637,534369,TBZ,Jewellery,Strong Sell,Tribhovandas Bhimji,Positive,Below Average,Positive,Fair
1003056,541967,0,Jewellery,Not Rated,Sky Gold,,Below Average,,Risky
1002758,540492,0,Jewellery,Not Rated,Pure Giftcarat,,Below Average,,Does not qualify
1002765,540545,0,Jewellery,Not Rated,Bhakti Gems & Jewel,Flat,Does not qualify,Flat,Does not qualify
1003115,542579,0,Jewellery,Not Rated,Ashapuri Gold,Flat,Does not qualify,Flat,Does not qualify
1002667,540125,0,Jewellery,Not Rated,Radhika Jewel,,Below Average,,Does not qualify
1002593,539884,0,Jewellery,Not Rated,Darshan Orna,Positive,Does not qualify,Positive,Does not qualify
999985,539401,0,Jewellery,Not Rated,Patdiam Jewellery,,Below Average,,Does not qualify
333064,523790,SHUKRADIAM,Jewellery,Not Rated,Shukra Jewellery,Positive,Does not qualify,Positive,Does not qualify
1003075,542034,0,Jewellery,Not Rated,SM Gold,,Below Average,,Does not qualify
1002837,540715,0,Jewellery,Not Rated,Sagar Diamonds,Flat,Does not qualify,Flat,Does not qualify
497330,519455,0,Jewellery,Not Rated,Narbada Gems,Flat,Does not qualify,Flat,Does not qualify
1002702,540252,0,Jewellery,Not Rated,Veeram Securities,,Below Average,,Does not qualify
1003006,541444,0,Jewellery,Not Rated,PALM Jewels,,Below Average,,Does not qualify
726587,526365,0,Jewellery,Not Rated,Shyam Star Gems,Flat,Does not qualify,Flat,Does not qualify
678972,512587,ZODJRDMKJ,Jewellery,Not Rated,Zodiac-JRD-MKJ,Flat,Does not qualify,Flat,Does not qualify
596697,534532,LYPSAGEMS,Jewellery,Not Rated,Lypsa Gems,Negative,Does not qualify,Negative,Does not qualify
490517,523676,0,Jewellery,Not Rated,Golkunda Diamonds,Positive,Does not qualify,Positive,Does not qualify
309422,504398,0,Jewellery,Not Rated,SJ Corporation,Positive,Does not qualify,Positive,Does not qualify
278931,531626,0,Jewellery,Not Rated,Orosil Smiths,Flat,Does not qualify,Flat,Does not qualify
1002991,541338,0,Jewellery,Not Rated,UH Zaveri,,Below Average,,Does not qualify
334366,533189,GOENKA,Jewellery,Not Rated,Goenka Diamond & Jew,Positive,Does not qualify,Positive,Does not qualify
921875,530805,0,Jewellery,Not Rated,Onesource Ideas Vent,Flat,Does not qualify,Flat,Does not qualify
679766,531585,0,Jewellery,Not Rated,Devine Impex,Flat,Does not qualify,Flat,Does not qualify
511318,526195,0,Jewellery,Not Rated,Neogem India,Flat,Does not qualify,Flat,Does not qualify
710409,523425,0,Jewellery,Strong Sell,Sunraj DiamondExport,Flat,Below Average,Flat,Does not qualify
554602,523826,0,Jewellery,Not Rated,Sovereign Diamonds,Flat,Does not qualify,Flat,Does not qualify
637639,523373,0,Jewellery,Not Rated,Mini Diamonds (I),Negative,Does not qualify,Negative,Does not qualify
629457,530525,0,Jewellery,Not Rated,Sheetal Diamonds,Flat,Does not qualify,Flat,Does not qualify
1002899,0,MOKSH,Jewellery,Not Rated,Moksh Ornaments,,Below Average,,Does not qualify
1002818,0,PENTAGOLD,Jewellery,Not Rated,Penta Gold,,Below Average,,Does not qualify
1003357,535348,SONAHISONA,Jewellery,Not Rated,Sona Hi Sona,,Does not qualify,,Does not qualify
209551,534756,TARAJEWELS,Jewellery,Not Rated,Tara Jewels,,Below Average,,Does not qualify
408673,533569,SRSLTD,Jewellery,Strong Sell,SRS,Flat,Below Average,Flat,Does not qualify
893637,506184,KANANIIND,Jewellery,Not Rated,Kanani Industries,Flat,Does not qualify,Flat,Does not qualify
1003083,0,SHUBHLAXMI,Jewellery,Not Rated,Shubhlaxmi Jewel Art,,Does not qualify,,Risky
969461,500210,INGERRAND,Compressors / Pumps,Hold,Ingersoll Rand,Positive,Average,Positive,Fair
563526,522074,ELGIEQUIP,Compressors / Pumps,Sell,Elgi Equipments,Negative,Good,Negative,Expensive
397159,500249,KSB,Compressors / Pumps,Hold,KSB,Positive,Good,Positive,Attractive
941607,500241,KIRLOSBROS,Compressors / Pumps,Sell,Kirloskar Brothers,Very Positive,Average,Very Positive,Fair
818783,505872,0,Compressors / Pumps,Strong Sell,WPIL,Very Negative,Average,Very Negative,Very Attractive
626838,531431,SHAKTIPUMP,Compressors / Pumps,Strong Sell,Shakti Pumps,Very Negative,Average,Very Negative,Very Attractive
264745,517500,0,Compressors / Pumps,Hold,Roto Pumps,Positive,Good,Positive,Attractive
1000284,539599,0,Compressors / Pumps,Not Rated,Kotia Enterprises,Negative,Does not qualify,Negative,Does not qualify
1002995,0,LATTEYS,Compressors / Pumps,Not Rated,Latteys Industries,,Below Average,,Does not qualify
1003012,0,BRIGHT,Compressors / Pumps,Not Rated,Bright Solar,,Below Average,,Does not qualify
180260,500530,BOSCHLTD,Auto Anc,Sell,Bosch,Negative,Good,Negative,Attractive
655900,517334,MOTHERSUMI,Auto Anc,Sell,Motherson Sumi Sys,Negative,Good,Negative,Attractive
681461,533023,WABCOINDIA,Auto Anc,Sell,Wabco India,Very Negative,Good,Very Negative,Very Expensive
426392,540153,ENDURANCE,Auto Anc,Sell,Endurance Tech,Flat,Good,Flat,Very Attractive
824163,532539,MINDAIND,Auto Anc,Sell,Minda Industries,Negative,Good,Negative,Expensive
335682,520056,SUNCLAYLTD,Auto Anc,Sell,Sundaram-Clayton,Flat,Good,Flat,Very Attractive
802538,500266,MAHSCOOTER,Auto Anc,Not Rated,Maharashtra Scooters,Flat,Does not qualify,Flat,Does not qualify
576743,532509,SUPRAJIT,Auto Anc,Sell,Suprajit Engineering,Negative,Good,Negative,Attractive
996089,505744,FMGOETZE,Auto Anc,Strong Sell,Federal-Mogul Goetze,Negative,Below Average,Negative,Very Expensive
1003011,541578,VARROC,Auto Anc,Strong Sell,Varroc Engineering,Negative,Average,Negative,Fair
989109,538962,MINDACORP,Auto Anc,Sell,Minda Corporation,Flat,Average,Flat,Attractive
801618,520057,JTEKTINDIA,Auto Anc,Sell,JTEKT India,Negative,Average,Negative,Very Attractive
591600,520051,JAMNAAUTO,Auto Anc,Sell,Jamna Auto Inds.,Very Negative,Good,Very Negative,Very Attractive
521748,517206,LUMAXIND,Auto Anc,Sell,Lumax Industries,Negative,Average,Negative,Attractive
826820,517168,SUBROS,Auto Anc,Strong Sell,Subros,Negative,Average,Negative,Attractive
1000667,541163,SANDHAR,Auto Anc,Sell,Sandhar Tech,Negative,Good,Negative,Attractive
563917,590073,WHEELS,Auto Anc,Strong Sell,Wheels India,Negative,Average,Negative,Attractive
360959,505714,GABRIEL,Auto Anc,Sell,Gabriel India,Negative,Good,Negative,Attractive
610517,532605,JBMA,Auto Anc,Sell,JBM Auto,Flat,Average,Flat,Attractive
183917,513262,SSWL,Auto Anc,Strong Sell,Steel Strips Wheels,Very Negative,Below Average,Very Negative,Fair
541728,505010,AUTOAXLES,Auto Anc,Sell,Auto.Axle,Very Negative,Good,Very Negative,Very Attractive
106152,522034,SHANTIGEAR,Auto Anc,Sell,Shanthi Gears,Negative,Good,Negative,Very Attractive
289834,517380,IGARASHI,Auto Anc,Sell,Igarashi Motors,Flat,Good,Flat,Expensive
909467,500039,BANCOINDIA,Auto Anc,Sell,Banco Products (I),Negative,Average,Negative,Very Attractive
556974,532240,INDNIPPON,Auto Anc,Sell,India Nippon Electricals,Negative,Good,Negative,Very Attractive
830776,535602,SHARDAMOTR,Auto Anc,Sell,Sharda Motor Inds.,Negative,Good,Negative,Very Attractive
485050,532796,LUMAXTECH,Auto Anc,Sell,Lumax Auto Tech,Negative,Average,Negative,Very Attractive
1002714,540293,PRICOLLTD,Auto Anc,Strong Sell,Pricol,Negative,Below Average,Negative,Risky
424378,532768,FIEMIND,Auto Anc,Hold,Fiem Inds,Positive,Good,Positive,Very Attractive
609174,508807,0,Auto Anc,Sell,IST Ltd.,Flat,Average,Flat,Fair
979334,533477,0,Auto Anc,Strong Sell,Enkei Wheels,Very Negative,Below Average,Very Negative,Risky
1000228,540124,GNA,Auto Anc,Sell,GNA Axles,Very Negative,Good,Very Negative,Very Attractive
504026,532987,RBL,Auto Anc,Hold,Rane Brake Lining,Flat,Good,Flat,Very Attractive
905788,520008,RICOAUTO,Auto Anc,Strong Sell,Rico Auto Inds,Negative,Below Average,Negative,Very Expensive
486005,531147,ALICON,Auto Anc,Sell,Alicon Castalloy,Negative,Average,Negative,Very Attractive
404977,590043,HARITASEAT,Auto Anc,Sell,Harita Seating Sys,Very Negative,Good,Very Negative,Very Attractive
641632,520059,MUNJALAU,Auto Anc,Sell,Munjal Auto Inds,Very Negative,Good,Very Negative,Fair
1000566,539636,PRECAM,Auto Anc,Sell,Precision Camshafts,Positive,Average,Positive,Attractive
766429,520043,MUNJALSHOW,Auto Anc,Strong Sell,Munjal Showa,Very Negative,Average,Very Negative,Very Attractive
378354,520066,JAYBARMARU,Auto Anc,Strong Sell,Jay Bharat Maruti,Negative,Average,Negative,Attractive
119152,517522,0,Auto Anc,Sell,Rajratan Global Wire,Flat,Average,Flat,Very Attractive
261035,505163,ZFSTEERING,Auto Anc,Strong Sell,ZF Steering Gear (I),Negative,Average,Negative,Risky
727893,532934,PPAP,Auto Anc,Sell,PPAP Automotive,Negative,Average,Negative,Very Attractive
484249,505036,AUTOCORP,Auto Anc,Strong Sell,Automobile Corp.Goa,Very Negative,Average,Very Negative,Very Attractive
580387,513252,,Auto Anc,Strong Sell,Jay Ushin,Very Negative,Below Average,Very Negative,Expensive
411563,523828,MENONBE,Auto Anc,Sell,Menon Bearings,Negative,Good,Negative,Very Attractive
302582,500464,UCALFUEL,Auto Anc,Sell,Ucal Fuel Systems,Negative,Average,Negative,Very Attractive
328753,532661,RML,Auto Anc,Strong Sell,Rane Madras,Negative,Below Average,Negative,Very Expensive
642543,538992,0,Auto Anc,Not Rated,Sar Auto Products,Flat,Does not qualify,Flat,Risky
634046,509635,HINDCOMPOS,Auto Anc,Sell,Hindustan Composites,Flat,Average,Flat,Attractive
812927,522073,HITECHGEAR,Auto Anc,Sell,Hi-Tech Gears,Negative,Average,Negative,Very Attractive
